"short","same_netdebt","r","health_inflation","cht_increment","labour_prod","oldshare","years","pop_scenario"
"QC",-0.00761165019263785,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NB",0.0371587465588261,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NS",0.0239783520548271,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PE",0.032488954924529,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NL",0.0835508075692506,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0241599739138575,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00199600818722282,0.03,0.0025,0,0.005,0,25,"Projection scenario FA: fast-aging"
"BC",0.0218812995867579,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"AB",0.0545128633924773,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"SK",0.0369721026544855,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"MB",0.0248861006010834,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"ON",0.0360491825343442,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"QC",0.00064484024558937,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NB",0.0420154632271906,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NS",0.0328600433241157,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PE",0.0471315624004163,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NL",0.0965974470875677,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0314405227765197,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"FED",-0.00353574999386176,0.03,0.0025,0,0.005,0,50,"Projection scenario FA: fast-aging"
"BC",0.0243497056283526,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"AB",0.0555999485833646,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"SK",0.0383553387275776,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"MB",0.026260934169223,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"ON",0.0373898325471197,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"QC",0.00220095911081475,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NB",0.0404902034269184,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NS",0.0344701099273155,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PE",0.0508775189486654,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NL",0.0992262647319724,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0333797106010698,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"FED",-0.00858902062309033,0.03,0.0025,0,0.005,0,75,"Projection scenario FA: fast-aging"
"BC",0.0103081311560541,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"AB",0.0454527513869598,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"SK",0.0285184920263651,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"MB",0.0122558789529461,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"ON",0.0241120481867413,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0137672127043883,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NB",0.0304884462814023,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NS",0.0173569133013486,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PE",0.0252608964401467,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NL",0.0760497492780971,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0189519487059854,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00654488509811565,0.03,0.0025,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"BC",0.0135164769754064,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"AB",0.0462328730436996,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"SK",0.0288334069265303,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"MB",0.0139095441422034,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"ON",0.0260806009947651,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0110945440089307,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NB",0.0294732849841288,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NS",0.0201862315000666,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PE",0.0324481690653421,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NL",0.0828512766681918,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0216063145639522,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0116551256603109,0.03,0.0025,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"BC",0.0118877321586838,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"AB",0.0431401964290953,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"SK",0.0264307199585086,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"MB",0.0100408939288435,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"ON",0.0229394095020468,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"QC",-0.015148408764998,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NB",0.0225079633717909,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NS",0.0160487515468176,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PE",0.0288062245240866,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NL",0.0799692732632833,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0190038866483256,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0200805424112048,0.03,0.0025,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"BC",0.00615430847702409,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"AB",0.0414513426248491,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"SK",0.0243557061011565,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"MB",0.00665756125585807,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"ON",0.0188075311041828,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0197977048292283,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NB",0.0239521430705581,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NS",0.0108696688039674,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PE",0.0181960075690206,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NL",0.0686858415595437,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0138543397242965,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0109839268677232,0.03,0.0025,0,0.01,0,25,"Projection scenario FA: fast-aging"
"BC",0.00551552144490897,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"AB",0.0383695531483822,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"SK",0.0210723070335262,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"MB",0.00342334887635183,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"ON",0.0165257298384214,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0223588515813351,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NB",0.017396844169593,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NS",0.00799070456207486,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PE",0.0184104512385861,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NL",0.069539419119631,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0121984073157004,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0193769417581467,0.03,0.0025,0,0.01,0,50,"Projection scenario FA: fast-aging"
"BC",0.000245247831559003,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"AB",0.0316520205662474,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"SK",0.0153385244502209,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"MB",-0.00506440304866738,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"ON",0.00940433304378094,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"QC",-0.0314364691937533,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NB",0.00547120180775604,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NS",-0.00138789422630601,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PE",0.00818229042038507,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NL",0.0615143407354696,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PROV",0.00558349848956358,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0306713817155993,0.03,0.0025,0,0.01,0,75,"Projection scenario FA: fast-aging"
"BC",0.00209940038953021,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"AB",0.0375548447437292,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"SK",0.0202967326077357,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"MB",0.0011904012377273,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"ON",0.0136189379884557,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0256953864404975,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NB",0.0175586891830167,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NS",0.0045257980897382,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PE",0.011302713295141,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NL",0.0614658240246423,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PROV",0.00887365143204746,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0153225228565992,0.03,0.0025,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"BC",-0.00211716170639169,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"AB",0.0309195133139173,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"SK",0.0136890735893354,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"MB",-0.00657109645067727,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"ON",0.00738791357707561,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0331423150103012,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NB",0.00579657790740336,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NS",-0.00371618537655209,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PE",0.00502137681971536,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NL",0.056673456359089,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PROV",0.00321929647756179,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0267212962714088,0.03,0.0025,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"BC",-0.0105838815300235,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"AB",0.021102995044324,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"SK",0.00506308920916126,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"MB",-0.0190749678947805,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"ON",-0.00322394617669853,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"QC",-0.0466655895920103,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NB",-0.0106028383324751,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NS",-0.0178236824462078,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PE",-0.011009083683592,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NL",0.0438915153871478,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PROV",-0.00689399090598114,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0404146928903136,0.03,0.0025,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"BC",-0.00185775154113643,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"AB",0.0337617274312208,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"SK",0.0163401490225667,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"MB",-0.00414725765473385,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"ON",0.00854489334559997,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0314616625719031,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NB",0.0113067657283865,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NS",-0.00167603503878114,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PE",0.00457890384791733,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NL",0.0543886720280424,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PROV",0.00400847190727046,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0195621063260784,0.03,0.0025,0,0.015,0,25,"Projection scenario FA: fast-aging"
"BC",-0.00938796786968148,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"AB",0.0238713705462771,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"SK",0.0066750907147183,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"MB",-0.0160840849771415,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"ON",-0.0013402454913643,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0434514927410846,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NB",-0.00533064900931633,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NS",-0.0149380513862604,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"PE",-0.00773045914305779,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NL",0.044254470330801,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"PROV",-0.00533909298998046,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0336991400740178,0.03,0.0025,0,0.015,0,50,"Projection scenario FA: fast-aging"
"BC",-0.0206214904706673,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"AB",0.0114490316480638,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"SK",-0.00442418653417411,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"MB",-0.0320282203667455,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"ON",-0.0149699600359971,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"QC",-0.0608570723270431,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NB",-0.0257167224315753,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NS",-0.0332628619146758,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"PE",-0.0288051573775272,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NL",0.0271157755272674,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"PROV",-0.0184569147794533,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0493555694474829,0.03,0.0025,0,0.015,0,75,"Projection scenario FA: fast-aging"
"BC",0.0174698758972315,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"AB",0.0520257373266186,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"SK",0.0352942915538256,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"MB",0.0213357801605418,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"ON",0.0322759002221919,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"QC",-0.00414999380708012,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NB",0.040948796501333,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NS",0.0282128689442389,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PE",0.0371622037152981,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NL",0.0878464568838047,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0270901629590726,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00199600818722282,0.03,0.005,0,0.005,0,25,"Projection scenario FA: fast-aging"
"BC",0.0283136313274731,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"AB",0.0601065103800769,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"SK",0.0423547441216234,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"MB",0.0323413121565821,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"ON",0.0421017479645149,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"QC",0.00837148398618318,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NB",0.0501855161804048,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NS",0.0420559006367623,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PE",0.0579346271421212,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NL",0.105900247371591,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0378902109055915,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"FED",-0.00353574999386176,0.03,0.005,0,0.005,0,50,"Projection scenario FA: fast-aging"
"BC",0.0343415489040699,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"AB",0.0644096939385473,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"SK",0.0465978244960568,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"MB",0.0378941176349969,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"ON",0.0467739091227151,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"QC",0.0142829538323196,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NB",0.0528736439198743,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NS",0.048428608265238,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PE",0.0678425719868939,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NL",0.112996695137563,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PROV",0.043366521007367,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"FED",-0.00858902062309033,0.03,0.005,0,0.005,0,75,"Projection scenario FA: fast-aging"
"BC",0.0131310067654178,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"AB",0.0478416427697647,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"SK",0.0309504875318199,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"MB",0.015504731173394,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"ON",0.0267740205336118,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"QC",-0.010414477904424,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NB",0.0341619187500931,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NS",0.0214608701691695,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PE",0.0297840804485349,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NL",0.0802179821251667,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0217880777387403,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00654488509811565,0.03,0.005,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"BC",0.0195507318933866,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"AB",0.0514566819661014,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"SK",0.033872905279754,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"MB",0.0208918970230928,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"ON",0.0317579990921656,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"QC",-0.00383592330441658,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NB",0.0371739330033413,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NS",0.0288511851899464,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PE",0.0425826783793736,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NL",0.091654553614312,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PROV",0.027653203873732,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0116551256603109,0.03,0.005,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"BC",0.0209625896457313,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"AB",0.0510718964556683,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"SK",0.0338963715695902,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"MB",0.0205727227651886,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"ON",0.0314621285701835,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"QC",-0.00415068294250234,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NB",0.0338661198037741,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NS",0.0288460442307494,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PE",0.0442203601663729,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NL",0.0927063919706562,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0280621977536055,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0200805424112048,0.03,0.005,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"BC",0.00888639809766761,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"AB",0.0437602790457148,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"SK",0.0267073374627936,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"MB",0.00980053831522983,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"ON",0.0213836353034146,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0165512522959556,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NB",0.0275117590057838,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NS",0.0148461234924672,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PE",0.0225729036465983,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NL",0.0727294545510015,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0165987703401747,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0109839268677232,0.03,0.005,0,0.01,0,25,"Projection scenario FA: fast-aging"
"BC",0.0111699984098355,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"AB",0.0432427167790163,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"SK",0.0257854017656861,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"MB",0.00995557574227041,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"ON",0.0218452765858073,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0155476242867935,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NB",0.0246468756515668,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NS",0.0161462042415781,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PE",0.0279072206435845,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NL",0.0778606863754038,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0178613265617764,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0193769417581467,0.03,0.005,0,0.01,0,50,"Projection scenario FA: fast-aging"
"BC",0.00846540019107205,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"AB",0.0387752999861126,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"SK",0.0220831924392436,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"MB",0.00444545571424182,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"ON",0.0171242837019179,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"QC",-0.0214527337942618,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NB",0.0158609478013436,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NS",0.0103133210800346,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PE",0.0221503155571756,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NL",0.0732647995092585,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0137779234055186,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0306713817155993,0.03,0.005,0,0.01,0,75,"Projection scenario FA: fast-aging"
